,Terms and Conditions,Supplier,Date,Branch,Currency,Exchange Rate,Price List,Payment Terms,Template,Item Code (Items),Item Name (Items),Quantity (Items),Rate (Company Currency) (Items),Required By (Items),UOM (Items),Target Warehouse (Items),Account Head (Purchase Taxes and Charges),Add or Deduct (Purchase Taxes and Charges),Consider Tax or Charge for (Purchase Taxes and Charges),Description (Purchase Taxes and Charges),Type (Purchase Taxes and Charges),Is this Tax included in Basic Rate? (Purchase Taxes and Charges),Tax Rate (Purchase Taxes and Charges
0,PO.2025.01.00129,PT TRIMASTER JAYA ABADI,24/01/2025,SURABAYA,IDR,,,NET 30,,GWC07MOO5S,GREE GWC-07MOO5S,5,3309870,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
1,PO.2025.01.00129,PT TRIMASTER JAYA ABADI,24/01/2025,SURABAYA,IDR,,,NET 30,,GWC12F5S,GREE GWC-12F5S,1,5162370,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
2,PO.2025.01.00129,PT TRIMASTER JAYA ABADI,24/01/2025,SURABAYA,IDR,,,NET 30,,GWC18F5S,GREE GWC-18F5S,1,7253070,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
3,PO.2025.01.00127,PT SHARP ELECTRONICS INDONESIA,24/01/2025,SURABAYA,IDR,,,NET 21,,AHA18ZCY,SHARP AH-A18ZCY,20,5294000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
4,PO.2025.01.00122,CV BANDUNG GEMILANG SENTOSA,23/01/2025,SURABAYA,IDR,,,CBD,,GWC07MOO5S,GREE GWC-07MOO5S,3,3274280,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
5,PO.2025.01.00008,PT DAIKIN AIRCONDITIONING INDONESIA,03/01/2025,SURABAYA,IDR,,,CBD,,STC25NV,DAIKIN STC-25NV,10,3940090,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
6,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHA5BEY,SHARP AH-A5BEY,145,2716170,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
7,PO.2025.01.00136,PT JATIM WATKORAYA,28/01/2025,BALI,IDR,,,CBD,,ETERNA3X2.5MM,"ETERNA 3X2,5MM",3,1548186,,MTR,GD. UTAMA (BALI) - CBP,,,,,,,
8,PO.2025.01.00138,PT DAIKIN AIRCONDITIONING INDONESIA,24/01/2025,SURABAYA,IDR,,,CBD,,SVC85AYL,DAIKIN SVC85AYL,1,17715600,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
9,PO.2025.01.00135,CV BALLY AIRCOND,28/01/2025,BALI,IDR,,,CBD,,,,15,3571050,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
10,PO.2025.01.00135,CV BALLY AIRCOND,28/01/2025,BALI,IDR,,,CBD,,GWC18N1A,GREE GWC-18N1A,10,6174050,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
11,PO.2025.01.00009,PT CATURAGA TIARA PERSADA,03/01/2025,SURABAYA,IDR,,,NET 30,,CW0501RA,REIWA CW-0501RA,100,1799900,,UNIT,GD. UTAMA (SBY) - CBP,,,,,,,
12,PO.2025.01.00017,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,SVC85AYL,DAIKIN SVC85AYL,1,17715600,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
13,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STC35NV,DAIKIN STC-35NV,7,4889710,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
14,PO.2025.01.00010,PT AKARI INDONESIA,04/01/2025,SURABAYA,IDR,,,NET 30,,A05TC88NLW,AKARI A05TC88NLW,15,2300000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
15,PO.2025.01.00018,PT MEGAH PERTAMA INDAH,06/01/2025,SURABAYA,IDR,,,CBD,,PWC776,POLYTRON PWC-776,1,2060000,,UNIT,GD. UTAMA (SBY) - CBP,,,,,,,
16,PO.2025.01.00011,PT DAIKIN AIRCONDITIONING INDONESIA,03/01/2025,SURABAYA,IDR,,,CBD,,4010742,EVAPORATOR FCNQ42MV,1,2822000,,BH,GD. UTAMA (SBY) - CBP,,,,,,,
17,PO.2025.01.00011,PT DAIKIN AIRCONDITIONING INDONESIA,03/01/2025,SURABAYA,IDR,,,CBD,,4010814,DRAIN PAN ASSY,1,1198500,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
18,PO.2025.01.00159,PT SARANA KENCANA MULYA,31/01/2025,SURABAYA,IDR,,,NET 28,,PAC18VH,POLYTRON PAC18VH,50,4932651,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
19,PO.2025.01.00141,PT TRIMASTER JAYA ABADI,30/01/2025,SURABAYA,IDR,,,NET 30,,TAC05CSDXS,TCL TAC05CSD/XS,5,2250000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
20,PO.2025.01.00141,PT TRIMASTER JAYA ABADI,30/01/2025,SURABAYA,IDR,,,NET 30,,GWC07MOO5S,GREE GWC-07MOO5S,10,3309870,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
21,PO.2025.01.00001,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,SVC100AYL,DAIKIN SVC100AYL,1,22146270,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
22,PO.2025.01.00002,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,STC15NV,DAIKIN STC-15NV,10,3623550,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
23,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STC15NV,DAIKIN STC-15NV,15,3623550,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
24,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STC20NV,DAIKIN STC-20NV,5,3765160,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
25,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STC35NV,DAIKIN STC-35NV,5,4889710,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
26,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STC50XV,DAIKIN STC-50XV,7,6514060,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
27,PO.2025.01.00012,CHANGZHOU JIAHAO REFRIGERATION EQUIPMENT CO LTD,06/01/2025,SURABAYA,USD,,,CBD,,A1438,"ARA 1/4""-3/8"" (0,60-0,60)",220,78.93,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
28,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STC50XV,DAIKIN STC-50XV,15,6514060,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
29,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STKC25TV,DAIKIN STKC-25TV,2,5654880,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
30,PO.2025.01.00012,CHANGZHOU JIAHAO REFRIGERATION EQUIPMENT CO LTD,06/01/2025,SURABAYA,USD,,,CBD,,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",300,85.51,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
31,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STKQ20UV,DAIKIN STKQ-20UV,2,4414560,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
32,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STKQ25UV,DAIKIN STKQ-25UV,2,4347070,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
33,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STKQ15UV,DAIKIN STKQ-15UV,3,4235040,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
34,PO.2025.01.00012,CHANGZHOU JIAHAO REFRIGERATION EQUIPMENT CO LTD,06/01/2025,SURABAYA,USD,,,CBD,,P1458,"ZUTTO 1/4""-5/8"" (0,61-0,71)",70,136.07,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
35,PO.2025.01.00019,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VH,POLYTRON PAC09VH,48,2324344.2,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
36,PO.2025.01.00012,CHANGZHOU JIAHAO REFRIGERATION EQUIPMENT CO LTD,06/01/2025,SURABAYA,USD,,,CBD,,P3858,"ZUTTO 3/8""-5/8"" (0,61-0,71)",70,152.31,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
37,PO.2025.01.00143,CV MIAMI ELECTRONIC,30/01/2025,SURABAYA,IDR,,,CBD,,GWC18N1A,GREE GWC-18N1A,10,6044070,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
38,PO.2025.01.00002,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,STC50XV,DAIKIN STC-50XV,10,6514060,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
39,PO.2025.01.00144,SAMI JAYA,30/01/2025,SURABAYA,IDR,,,CBD,,,,30,2711711.7,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
40,PO.2025.01.00003,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,STC20NV,DAIKIN STC-20NV,5,3765160,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
41,PO.2025.01.00003,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,STKC25TV,DAIKIN STKC-25TV,2,5654880,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
42,PO.2025.01.00145,AINUR ROFIQ,30/01/2025,SURABAYA,IDR,,,CBD,,,,1,100000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
43,PO.2025.01.00147,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PCT3032,POLYTRON PCT3032,3,9221675,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
44,PO.2025.01.00014,PT PANASONIC GOBEL INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,CSCUYN12AKJ,PANASONIC CS/CU-YN12AKJ,50,4816290,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
45,PO.2025.01.00003,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,STV50CXV,DAIKIN STV-50CXV,6,5987846,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
46,PO.2025.01.00014,PT PANASONIC GOBEL INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,CSCUYN18AKJ,PANASONIC CS/CU-YN18AKJ,135,6285375,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
47,PO.2025.01.00013,PT MEGAH PERTAMA INDAH,06/01/2025,SURABAYA,IDR,,,CBD,,GMB50,GEA GMB50,3,1075000,,BH,GD. UTAMA (SBY) - CBP,,,,,,,
48,PO.2025.01.00015,PT SUMBER MANDIRI SURABAYA,06/01/2025,SURABAYA,IDR,,,CBD,,HDSPIRALDRAIN,HD SPIRAL DRAIN,5,98000,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
49,PO.2025.01.00013,PT MEGAH PERTAMA INDAH,06/01/2025,SURABAYA,IDR,,,CBD,,L43H7,CHANGHONG L43H7,7,2750000,,BH,GD. UTAMA (SBY) - CBP,,,,,,,
50,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZI,POLYTRON PAC05VZI,11,2274510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
51,PO.2025.01.00148,PT SARANA KENCANA MULYA,30/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZSI,POLYTRON PAC05VZSI,11,2421510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
52,PO.2025.01.00004,PT DAIKIN AIRCONDITIONING INDONESIA,02/01/2025,SURABAYA,IDR,,,CBD,,2MKC20RVM1515,DAIKIN 2MKC20RVM (15+15),1,7845500,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
53,PO.2025.01.00005,SAMI JAYA,02/01/2025,SURABAYA,IDR,,,CBD,,GWC05MOO5S,GREE GWC-05MOO5S,30,2648648,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
54,PO.2025.01.00006,PT CHANGHONG MEILING ELECTRIC INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 60,,CSC12NVB4,CHANGHONG CSC-12NVB4,5,3601500,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
55,PO.2025.01.00006,PT CHANGHONG MEILING ELECTRIC INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 60,,CSC09NVC4,CHANGHONG CSC-09NVC4,15,2450000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
56,PO.2025.01.00149,PT SARANA KENCANA MULYA,15/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZSI,POLYTRON PAC05VZSI,4,2421510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
57,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHA9BEY,SHARP AH-A9BEY,125,3044730,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
58,PO.2025.01.00119,PT PUCANGADI JAYA,23/01/2025,BALI,IDR,,,CBD,,GWC05MOO5S,GREE GWC-05MOO5S,20,2680180.2,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
59,PO.2025.01.00134,PT PANASONIC GOBEL INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 28,,,,1,17003384,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
60,PO.2025.01.00134,PT PANASONIC GOBEL INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 28,,CSCUPN18AKJ,PANASONIC CS/CU-PN18AKJ,1,6774330,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
61,PO.2025.01.00134,PT PANASONIC GOBEL INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 28,,CSCURU12AKJ,PANASONIC CS/CU-RU12AKJ,1,8117430,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
62,PO.2025.01.00132,PT AKARI INDONESIA,25/01/2025,SURABAYA,IDR,,,NET 30,,A05TC88NLW,AKARI A05TC88NLW,2,2300000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
63,PO.2025.01.00132,PT AKARI INDONESIA,25/01/2025,SURABAYA,IDR,,,NET 30,,A09TC88NLW,AKARI A09TC88NLW,1,2750000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
64,PO.2025.01.00125,PT SARANA KENCANA MULYA,24/01/2025,MADIUN,IDR,,,NET 28,,PCT5032,POLYTRON PCT5032,2,17346081,,SET,GD. UTAMA (MDN) - CBP,,,,,,,
65,PO.2025.01.00133,PT SHARP ELECTRONICS INDONESIA,28/01/2025,SURABAYA,IDR,,,NET 21,,AHA7BEY,SHARP AH-A7BEY,30,2901540,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
66,PO.2025.01.00006,PT CHANGHONG MEILING ELECTRIC INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 60,,CSC09RDX4,CHANGHONG CSC-09RDX4,7,2714600,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
67,PO.2025.01.00152,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,,,1,1695000,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
68,PO.2025.01.00152,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,JASAPEMASANGAN,JASA PEMASANGAN,1,225000,,LOT,,,,,,,,
69,PO.2025.01.00153,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,,,1,3002500,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
70,PO.2025.01.00021,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STP15AV9,DAIKIN STP-15AV9,32,2784600,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
71,PO.2025.01.00021,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STP25AV9,DAIKIN STP-25AV9,18,3132675,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
72,PO.2025.01.00153,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,JASAPEMASANGAN,JASA PEMASANGAN,1,1530000,,LOT,,,,,,,,
73,PO.2025.01.00016,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STC15NV,DAIKIN STC-15NV,5,3623550,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
74,PO.2025.01.00016,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STC35NV,DAIKIN STC-35NV,3,4889710,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
75,PO.2025.01.00007,PT LG ELECTRONICS INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 27,,H07TN4SCAX,LG H07TN4.SCAX,10,2800000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
76,PO.2025.01.00020,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC18VH,POLYTRON PAC18VH,15,4624010,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
77,PO.2025.01.00020,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC12VH,POLYTRON PAC12VH,15,3355310,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
78,PO.2025.01.00016,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STKC35TV,DAIKIN STKC-35TV,1,7270560,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
79,PO.2025.01.00016,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STV15CXV,DAIKIN STV-15CXV,5,3323797,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
80,PO.2025.01.00016,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,STV50CXV,DAIKIN STV-50CXV,2,5987846,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
81,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STC25NV,DAIKIN STC-25NV,8,3940090,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
82,PO.2025.01.00007,PT LG ELECTRONICS INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 27,,T09EV5,LG T09EV5,10,3840866,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
83,PO.2025.01.00126,PT SARANA KENCANA MULYA,23/01/2025,BALI,IDR,,,NET 28,,PAC18VZ,POLYTRON PAC18VZ,5,4994700,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
84,PO.2025.01.00154,CV ALLEND,24/01/2025,BALI,IDR,,,CBD,,,,1,12127500,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
85,PO.2025.01.00156,PT DAIKIN AIRCONDITIONING INDONESIA,31/01/2025,BALI,IDR,,,CBD,,STC25NV,DAIKIN STC-25NV,15,3940090,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
86,PO.2025.01.00158,CV BANDUNG GEMILANG SENTOSA,31/01/2025,SURABAYA,IDR,,,CBD,,FGR20PDDNAX,GREE FGR20PDDNAX,3,38160000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
87,PO.2025.01.00158,CV BANDUNG GEMILANG SENTOSA,31/01/2025,SURABAYA,IDR,,,CBD,,GU140PHS,GREE GU140PHS,2,20520000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
88,PO.2025.01.00158,CV BANDUNG GEMILANG SENTOSA,31/01/2025,SURABAYA,IDR,,,CBD,,GU71PHS,GREE GU71PHS,2,11070000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
89,PO.2025.01.00023,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC05VZI,POLYTRON PAC05VZI,5,2274510,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
90,PO.2025.01.00023,PT SARANA KENCANA MULYA,06/01/2025,SURABAYA,IDR,,,NET 28,,PAC09VZI,POLYTRON PAC09VZI,5,2497755,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
91,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MSFC05CRN2X,MIDEA MSFC05CRN2X,220,2308949,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
92,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STKQ50UV,DAIKIN STKQ-50UV,2,8388480,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
93,PO.2025.01.00022,PT DAIKIN AIRCONDITIONING INDONESIA,06/01/2025,BALI,IDR,,,CBD,,STV35CXV,DAIKIN STV-35CXV,7,4506530,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
94,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MSFC09CRN2X,MIDEA MSFC09CRN2X,80,2653629,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
95,PO.2025.01.00006,PT CHANGHONG MEILING ELECTRIC INDONESIA,03/01/2025,SURABAYA,IDR,,,NET 60,,CSC18NVB3,CHANGHONG CSC-18NVB3,20,4753000,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
96,PO.2025.01.00151,CV MULTI GUNA SELARAS,31/01/2025,SURABAYA,IDR,,,CBD,,SRK05CR,MITSUBISHI HEAVY INDUSTRIES SRK05CR,1,4069926,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
97,PO.2025.01.00151,CV MULTI GUNA SELARAS,31/01/2025,SURABAYA,IDR,,,CBD,,SRK12CT,MITSUBISHI HEAVY INDUSTRIES SRK12CT,3,5728044,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
98,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MSIAF05CRDN2X,MIDEA MSIAF05CRDN2X,4,3191300,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
99,PO.2025.01.00157,PT SHARP ELECTRONICS INDONESIA,31/01/2025,BALI,IDR,,,NET 21,,AHA5BEY,SHARP AH-A5BEY,25,2447000,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
100,PO.2025.01.00157,PT SHARP ELECTRONICS INDONESIA,31/01/2025,BALI,IDR,,,NET 21,,AHA9BEY,SHARP AH-A9BEY,25,2743000,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
101,PO.2025.01.00157,PT SHARP ELECTRONICS INDONESIA,31/01/2025,BALI,IDR,,,NET 21,,AHA9ZCY,SHARP AH-A9ZCY,25,2776000,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
102,PO.2025.01.00151,CV MULTI GUNA SELARAS,31/01/2025,SURABAYA,IDR,,,CBD,,SRK18CS,MITSUBISHI HEAVY INDUSTRIES SRK18CS,2,7687638,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
103,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STKQ20UV,DAIKIN STKQ-20UV,2,4414560,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
104,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STKQ25UV,DAIKIN STKQ-25UV,3,4347070,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
105,PO.2025.01.00142,PT DAIKIN AIRCONDITIONING INDONESIA,30/01/2025,SURABAYA,IDR,,,CBD,,STV35CXV,DAIKIN STV-35CXV,2,4506530,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
106,PO.2025.01.00146,PT TRIMASTER JAYA ABADI,30/01/2025,SURABAYA,IDR,,,NET 30,,GEVER1438,"GEVER INVERTER 1/4-3/8""",20,1599099,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
107,PO.2025.01.00130,PT DAIKIN AIRCONDITIONING INDONESIA,24/01/2025,BALI,IDR,,,CBD,,STP15AV9,DAIKIN STP-15AV9,12,2784600,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
108,PO.2025.01.00130,PT DAIKIN AIRCONDITIONING INDONESIA,24/01/2025,BALI,IDR,,,CBD,,STP25AV9,DAIKIN STP-25AV9,38,3132675,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
109,PO.2025.01.00131,PT DAIKIN AIRCONDITIONING INDONESIA,24/01/2025,BALI,IDR,,,CBD,,STC15NV,DAIKIN STC-15NV,7,3623550,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
110,PO.2025.01.00131,PT DAIKIN AIRCONDITIONING INDONESIA,24/01/2025,BALI,IDR,,,CBD,,STC20NV,DAIKIN STC-20NV,5,3765160,,SET,GD. UTAMA (BALI) - CBP,,,,,,,
111,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MPHA09CRN7,MIDEA MPHA-09CRN7,9,3107880,,UNIT,GD. UTAMA (SBY) - CBP,,,,,,,
112,PO.2025.01.00027,PT TRIMASTER JAYA ABADI,07/01/2025,SURABAYA,IDR,,,NET 30,,GEVER1438,"GEVER INVERTER 1/4-3/8""",8,1775000,,MTR,GD. UTAMA (SBY) - CBP,,,,,,,
113,PO.2025.01.00025,PT DAIKIN AIRCONDITIONING INDONESIA,07/01/2025,SURABAYA,IDR,,,CBD,,STKF35AV,DAIKIN STKF-35AV,1,5475360,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
114,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MPF212CRN1,MIDEA MPF2-12CRN1,5,4255390,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
115,PO.2025.01.00024,PT MIDEA PLANET INDONESIA,06/01/2025,SURABAYA,IDR,,,CBD,,MPF209CRN1,MIDEA MPF2-09CRN1,5,3681150,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
116,PO.2025.01.00026,PT DAIKIN AIRCONDITIONING INDONESIA,07/01/2025,SURABAYA,IDR,,,CBD,,2MKC20RVM1515,DAIKIN 2MKC20RVM (15+15),1,7845500,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
117,PO.2025.01.00029,CV BANDUNG GEMILANG SENTOSA,07/01/2025,SURABAYA,IDR,,,CBD,,GWC09C3ES,GREE GWC-09C3ES,10,3428882,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
118,PO.2025.01.00029,CV BANDUNG GEMILANG SENTOSA,07/01/2025,SURABAYA,IDR,,,CBD,,GWC09F5S,GREE GWC-09F5S,8,3894647,,SET,GD. UTAMA (SBY) - CBP,,,,,,,
