,Nomor Dokumen,Customer,Payment Terms,Date,Branch,Currency,Exchange Rate,Grand Total,Total PPn,Item Code,Item Name,Qty,Price,Nomor SO,Nomor DN,Nomor UM,Nilai Uang Muka
0,T00295/2025,CUST-2025-04298,13/02/2025,24/01/2025,BALI,,,11550000.0,1144595.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,5,2310000.0,SO.2025.01.02010,,,0.0
1,S01598/2025,CUST-2025-33004,24/01/2025,24/01/2025,SURABAYA,,,2315000.0,229414.0,AN05CDG,HISENSE AN05CDG,1,2315000.0,SO.2025.01.01988,,,0.0
2,S00511/2025,ANEKA JAYAPURA,09/01/2025,09/01/2025,SURABAYA,,,12930000.0,2413063.0,STC25NV,DAIKIN STC-25NV,3,4310000.0,SO.2025.01.00639,,,0.0
3,S00511/2025,ANEKA JAYAPURA,09/01/2025,09/01/2025,SURABAYA,,,11420000.0,2413063.0,AR05BGHQ,SAMSUNG AR05BGHQ,4,2855000.0,SO.2025.01.00639,,,0.0
4,S01566/2025,CUST-2025-27770,23/01/2025,23/01/2025,SURABAYA,,,225000.0,22297.0,GEVER1438,"GEVER INVERTER 1/4-3/8""",3,75000.0,SO.2025.01.01968,,,0.0
5,S00588/2025,ANEKA JAYAPURA,08/02/2025,09/01/2025,SURABAYA,,,4320000.0,497477.0,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",3,1440000.0,SO.2025.01.00639,,,0.0
6,S01567/2025,CUST-2025-05801,23/01/2025,23/01/2025,BALI,,,109150.0,27790.0,ZUTTO-DTNL-CR,ZUTTO DUCT TAPE NON LEM CREAM,20,5457.5,SO.2025.01.01969,,,0.0
7,S01567/2025,CUST-2025-05801,23/01/2025,23/01/2025,BALI,,,171280.0,27790.0,ZUTTO-DTL,ZUTTO DUCT TAPE LEM,20,8564.0,SO.2025.01.01969,,,0.0
8,S00588/2025,ANEKA JAYAPURA,08/02/2025,09/01/2025,SURABAYA,,,700000.0,497477.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,20,35000.0,SO.2025.01.00639,,,0.0
9,S00589/2025,CUST-2025-00360,09/01/2025,09/01/2025,SURABAYA,,,2775000.0,275000.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2775000.0,SO.2025.01.00736,,,0.0
10,S00590/2025,ABDU SYAKUR,09/01/2025,09/01/2025,SURABAYA,,,2290000.0,226936.0,AN05CDG,HISENSE AN05CDG,1,2290000.0,SO.2025.01.00737,,,0.0
11,S01599/2025,ARI DANANGGA,24/01/2025,24/01/2025,BALI,,,267000.0,564568.0,A1412,"ARA 1/4""-1/2"" (0,60-0,60)",3,89000.0,SO.2025.01.02005,,,0.0
12,S01599/2025,ARI DANANGGA,24/01/2025,24/01/2025,BALI,,,5430000.0,564568.0,STC35NV,DAIKIN STC-35NV,1,5430000.0,SO.2025.01.02005,,,0.0
13,S00592/2025,CUST-2025-14470,10/01/2025,10/01/2025,BALI,,,4139000.0,410171.0,HSWS12ES,HONSHU HSWS-12ES,1,4139000.0,SO.2025.01.00710,,,0.0
14,S00544/2025,CUST-2025-03811,09/01/2025,09/01/2025,SURABAYA,,,28920000.0,3942162.0,STC50XV,DAIKIN STC-50XV,4,7230000.0,SO.2025.01.00556,,,0.0
15,S00544/2025,CUST-2025-03811,09/01/2025,09/01/2025,SURABAYA,,,10860000.0,3942162.0,STC35NV,DAIKIN STC-35NV,2,5430000.0,SO.2025.01.00556,,,0.0
16,S01601/2025,CUST-2025-14471,24/01/2025,24/01/2025,MADIUN,,,5310000.0,1212973.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,2,2655000.0,SO.2025.01.01919,,,0.0
17,S01600/2025,CUST-2025-19801,23/02/2025,24/01/2025,MADIUN,,,120000.0,11892.0,ZUTTO-DTNL,ZUTTO DUCT TAPE NON LEM,20,6000.0,SO.2025.01.01922,,,0.0
18,S00591/2025,CUST-2025-06860,09/01/2025,09/01/2025,SURABAYA,,,3400000.0,336936.0,CSCUYN5AKJ,PANASONIC CS/CU-YN5AKJ,1,3400000.0,SO.2025.01.00740,,,0.0
19,S01601/2025,CUST-2025-14471,24/01/2025,24/01/2025,MADIUN,,,6930000.0,1212973.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,3,2310000.0,SO.2025.01.01919,,,0.0
20,S00593/2025,CUST-2025-11717,10/01/2025,10/01/2025,BALI,,,3349000.0,331882.0,GWC05MOO5S,GREE GWC-05MOO5S,1,3349000.0,SO.2025.01.00711,,,0.0
21,S01875/2025,CUST-2025-18326,30/01/2025,30/01/2025,BALI,,,2430132.0,240824.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2430132.0,SO.2025.01.02349,,,0.0
22,S00594/2025,CUST-2025-22489,10/01/2025,10/01/2025,BALI,,,3989000.0,395306.0,GWC09MOO5S,GREE GWC-09MOO5S,1,3989000.0,SO.2025.01.00726,,,0.0
23,S01602/2025,CUST-2025-14471,23/02/2025,24/01/2025,MADIUN,,,5760000.0,570811.0,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",4,1440000.0,SO.2025.01.01961,,,0.0
24,S00595/2025,CUST-2025-04282,10/01/2025,10/01/2025,SURABAYA,,,12000000.0,1189189.0,STC15NV,DAIKIN STC-15NV,3,4000000.0,SO.2025.01.00697,,,0.0
25,S01603/2025,AGUS WAWAN (BEDAHULU),24/01/2025,24/01/2025,BALI,,,2694032.0,266976.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2694032.0,SO.2025.01.02014,,,0.0
26,S01568/2025,CUST-2025-29026,23/01/2025,23/01/2025,SURABAYA,,,180000.0,282432.0,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",3,60000.0,SO.2025.01.01965,,,0.0
27,S01568/2025,CUST-2025-29026,23/01/2025,23/01/2025,SURABAYA,,,2625000.0,282432.0,AHA5BEY,SHARP AH-A5BEY,1,2625000.0,SO.2025.01.01965,,,0.0
28,S01568/2025,CUST-2025-29026,23/01/2025,23/01/2025,SURABAYA,,,35000.0,282432.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,35000.0,SO.2025.01.01965,,,0.0
29,S01568/2025,CUST-2025-29026,23/01/2025,23/01/2025,SURABAYA,,,10000.0,282432.0,ZUTTO-DTNL,ZUTTO DUCT TAPE NON LEM,2,5000.0,SO.2025.01.01971,,,0.0
30,S01604/2025,CUST-2025-26599,24/01/2025,24/01/2025,BALI,,,2439557.0,241758.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,1,2439557.0,SO.2025.01.02013,,,0.0
31,S00587/2025,CUST-2025-18585,09/01/2025,09/01/2025,BALI,,,2740000.0,271531.0,PAC07VH,POLYTRON PAC07VH,1,2740000.0,SO.2025.01.00735,,,0.0
32,S01570/2025,CUST-2025-04955,23/01/2025,23/01/2025,SURABAYA,,,2290000.0,226937.0,AN05CDG,HISENSE AN05CDG,1,2290000.0,SO.2025.01.01973,,,0.0
33,S00596/2025,AGUS (JIMBARAN),10/01/2025,10/01/2025,BALI,,,2879000.0,285306.0,ASW05A4FFR3,AUX ASW05A4/FFR3,1,2879000.0,SO.2025.01.00743,,,0.0
34,S00597/2025,,10/01/2025,10/01/2025,BALI,,,2420132.0,239832.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2420132.0,SO.2025.01.00730,,,0.0
35,S01605/2025,CUST-2025-15242,24/01/2025,24/01/2025,BALI,,,2380000.0,503423.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2380000.0,SO.2025.01.02015,,,0.0
36,S01571/2025,CUST-2025-00164,23/01/2025,23/01/2025,BALI,,,2380000.0,235856.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,1,2380000.0,SO.2025.01.01974,,,0.0
37,S01605/2025,CUST-2025-15242,24/01/2025,24/01/2025,BALI,,,2700000.0,503423.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2700000.0,SO.2025.01.02015,,,0.0
38,S01572/2025,CUST-2025-28479,23/01/2025,23/01/2025,MADIUN,,,1925000.0,190766.0,CW0501RA,REIWA CW-0501RA,1,1925000.0,SO.2025.01.01976,,,0.0
39,S01569/2025,CUST-2025-19487,23/01/2025,23/01/2025,MADIUN,,,57825000.0,5730405.0,GVC48STSSECO,GREE GVC-48STS(S)ECO,3,19275000.0,SO.2025.01.01491,,,57825000.0
40,T00084/2025,CUST-2025-24938,09/02/2025,10/01/2025,SURABAYA,,,2250000.0,222972.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",50,45000.0,SO.2025.01.00734,,,0.0
41,T00083/2025,CUST-2025-04446,10/01/2025,10/01/2025,SURABAYA,,,6410000.0,635225.0,CSCUYN18AKJ,PANASONIC CS/CU-YN18AKJ,1,6410000.0,SO.2025.01.00709,,,0.0
42,T00085/2025,CUST-2025-04044,10/01/2025,10/01/2025,SURABAYA,,,18400000.0,1823423.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,5,3680000.0,SO.2025.01.00700,,,0.0
43,S01606/2025,CUST-2025-09810,24/01/2025,24/01/2025,SURABAYA,,,19137000.0,2619883.0,GWC18N1A,GREE GWC-18N1A,3,6379000.0,SO.2025.01.00227,,,0.0
44,S01606/2025,CUST-2025-09810,24/01/2025,24/01/2025,SURABAYA,,,7300000.0,2619883.0,GWC09MOO5S,GREE GWC-09MOO5S,2,3650000.0,SO.2025.01.00227,,,0.0
45,S01607/2025,CUST-2025-32050,24/01/2025,24/01/2025,SURABAYA,,,2650000.0,262613.0,PAC09VH,POLYTRON PAC09VH,1,2650000.0,SO.2025.01.02016,,,0.0
46,S01573/2025,CUST-2025-17892,23/01/2025,23/01/2025,SURABAYA,,,4918000.0,487369.0,PAC05VZI,POLYTRON PAC05VZI,2,2459000.0,SO.2025.01.01975,,,0.0
47,S01608/2025,CUST-2025-00064,24/01/2025,24/01/2025,SURABAYA,,,5000000.0,495495.0,STKQ20UV,DAIKIN STKQ-20UV,1,5000000.0,SO.2025.01.02018,,,0.0
48,S01608/2025,CUST-2025-00064,24/01/2025,24/01/2025,SURABAYA,,,0.0,495495.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,0.0,SO.2025.01.02018,,,0.0
49,S01574/2025,ARI AFANDI,23/01/2025,23/01/2025,SURABAYA,,,4760000.0,471712.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,2,2380000.0,SO.2025.01.01977,,,0.0
50,S00598/2025,CUST-2025-33004,10/01/2025,10/01/2025,SURABAYA,,,2780000.0,550495.0,AN09CDG,HISENSE AN09CDG,1,2780000.0,SO.2025.01.00693,,,0.0
51,S00598/2025,CUST-2025-33004,10/01/2025,10/01/2025,SURABAYA,,,2775000.0,550495.0,TAC09CSDXS,TCL TAC09CSD/XS,1,2775000.0,SO.2025.01.00693,,,0.0
52,S00599/2025,CUST-2025-15455,10/01/2025,10/01/2025,BALI,,,2425000.0,240315.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2425000.0,SO.2025.01.00742,,,2425000.0
53,S01575/2025,CUST-2025-01745,23/01/2025,23/01/2025,BALI,,,3689000.0,365577.0,GWC09MOO5S,GREE GWC-09MOO5S,1,3689000.0,SO.2025.01.01955,,,0.0
54,S01610/2025,CUST-2025-02169,24/01/2025,24/01/2025,SURABAYA,,,2869000.0,284315.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2869000.0,SO.2025.01.02021,,,0.0
55,S01293/2025,CUST-2025-02195,20/01/2025,20/01/2025,SURABAYA,,,2425000.0,240315.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2425000.0,SO.2025.01.01617,,,0.0
56,S01609/2025,CUST-2025-02443,24/01/2025,24/01/2025,BALI,,,5400000.0,535135.0,AQAKCR9FQDL,AQUA AQA-KCR9FQDL,2,2700000.0,SO.2025.01.02017,,,0.0
57,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,7995000.0,4383648.0,AHA5BEY,SHARP AH-A5BEY,3,2665000.0,SO.2025.01.00916,,,44235000.0
58,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,7035000.0,4383648.0,PAC05VH,POLYTRON PAC05VH,3,2345000.0,SO.2025.01.00916,,,44235000.0
59,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,7575000.0,4383648.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,3,2525000.0,SO.2025.01.00916,,,44235000.0
60,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,7005000.0,4383648.0,BEST05QAR3,BESTLIFE BEST05QAR3,3,2335000.0,SO.2025.01.00916,,,44235000.0
61,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,5260000.0,4383648.0,PAC09VH,POLYTRON PAC09VH,2,2630000.0,SO.2025.01.00916,,,44235000.0
62,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,2865000.0,4383648.0,AQAKCR9FQDL,AQUA AQA-KCR9FQDL,1,2865000.0,SO.2025.01.00916,,,44235000.0
63,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,5700000.0,4383648.0,GEVER1438,"GEVER INVERTER 1/4-3/8""",3,1900000.0,SO.2025.01.00916,,,44235000.0
64,S01613/2025,CUST-2025-37040,24/01/2025,24/01/2025,SURABAYA,,,2650000.0,262613.0,AQAKCR9FQDL,AQUA AQA-KCR9FQDL,1,2650000.0,SO.2025.01.02022,,,0.0
65,S01577/2025,CUST-2025-28840,23/01/2025,23/01/2025,SURABAYA,,,5315000.0,526712.0,PAC18VH,POLYTRON PAC18VH,1,5315000.0,SO.2025.01.01979,,,0.0
66,S01611/2025,CUST-2025-36243,24/01/2025,24/01/2025,SURABAYA,,,3625000.0,359234.0,MSIAF09CRDN2X,MIDEA MSIAF09CRDN2X,1,3625000.0,SO.2025.01.02012,,,0.0
67,S00869/2025,CUST-2025-22902,14/01/2025,14/01/2025,SURABAYA,,,800000.0,4383648.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,20,40000.0,SO.2025.01.00916,,,44235000.0
68,S00600/2025,CUST-2025-08717,10/01/2025,10/01/2025,SURABAYA,,,17565000.0,1740675.0,SVC85AYL,DAIKIN SVC85AYL,1,17565000.0,SO.2025.01.00342,,,17565000.0
69,S01612/2025,CUST-2025-09810,24/01/2025,24/01/2025,SURABAYA,,,45940000.0,4552613.0,GU140TAK,GREE GU140T/A-K,2,22970000.0,SO.2025.01.00227,,,0.0
70,T00087/2025,CUST-2025-26219,24/02/2025,10/01/2025,SURABAYA,,,8000000.0,792792.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",200,40000.0,SO.2025.01.00733,,,0.0
71,T00089/2025,CUST-2025-25825,10/01/2025,10/01/2025,SURABAYA,,,20910000.0,2072162.0,CSCUYN7AKJ,PANASONIC CS/CU-YN7AKJ,6,3485000.0,SO.2025.01.00732,,,0.0
72,T00088/2025,CUST-2025-25825,09/02/2025,10/01/2025,SURABAYA,,,7875000.0,780405.0,AHA5BEY,SHARP AH-A5BEY,3,2625000.0,SO.2025.01.00727,,,0.0
73,T00338/2025,CUST-2025-25847,30/01/2025,30/01/2025,SURABAYA,,,2850000.0,2895676.0,AHA7BEY,SHARP AH-A7BEY,1,2850000.0,SO.2025.01.02220,,,29220000.0
74,T00338/2025,CUST-2025-25847,30/01/2025,30/01/2025,SURABAYA,,,2995000.0,2895676.0,AHA9BEY,SHARP AH-A9BEY,1,2995000.0,SO.2025.01.02220,,,29220000.0
75,S00865/2025,CUST-2025-17546,14/01/2025,14/01/2025,BALI,,,2425000.0,240315.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2425000.0,SO.2025.01.01055,,,2425000.0
76,S01578/2025,CUST-2025-08682,23/01/2025,23/01/2025,SURABAYA,,,8000.0,291550.0,ZUTTO-DTL,ZUTTO DUCT TAPE LEM,1,8000.0,SO.2025.01.01981,,,0.0
77,S01578/2025,CUST-2025-08682,23/01/2025,23/01/2025,SURABAYA,,,2659000.0,291550.0,PAC09VZI,POLYTRON PAC09VZI,1,2659000.0,SO.2025.01.01981,,,0.0
78,S01578/2025,CUST-2025-08682,23/01/2025,23/01/2025,SURABAYA,,,50000.0,291550.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,50000.0,SO.2025.01.01981,,,0.0
79,S01578/2025,CUST-2025-08682,23/01/2025,23/01/2025,SURABAYA,,,225000.0,291550.0,GEVER1438,"GEVER INVERTER 1/4-3/8""",3,75000.0,SO.2025.01.01981,,,0.0
80,S01614/2025,CUST-2025-27799,24/01/2025,24/01/2025,BALI,,,356000.0,368649.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",4,89000.0,SO.2025.01.02024,,,0.0
81,S01614/2025,CUST-2025-27799,24/01/2025,24/01/2025,BALI,,,3349000.0,368649.0,GWC05MOO5S,GREE GWC-05MOO5S,1,3349000.0,SO.2025.01.02024,,,0.0
82,T00086/2025,CUST-2025-26210,10/01/2025,10/01/2025,SURABAYA,,,4800000.0,475675.0,STKQ15UV,DAIKIN STKQ-15UV,1,4800000.0,SO.2025.01.00530,,,4800000.0
83,S00601/2025,ANEKA JAYAPURA,10/01/2025,10/01/2025,SURABAYA,,,31650000.0,3136486.0,CSCUZN9YKP,PANASONIC CS/CU-ZN9YKP,10,3165000.0,SO.2025.01.00744,,,0.0
84,S01579/2025,CUST-2025-14839,23/01/2025,23/01/2025,BALI,,,2380000.0,235856.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2380000.0,SO.2025.01.01987,,,0.0
85,S01614/2025,CUST-2025-27799,24/01/2025,24/01/2025,BALI,,,15000.0,368649.0,ARA-DTL,ARA DUCT TAPE LEM,2,7500.0,SO.2025.01.02024,,,0.0
86,S00602/2025,CUST-2025-24413,10/01/2025,10/01/2025,SURABAYA,,,9495000.0,940945.0,CSCUZN9YKP,PANASONIC CS/CU-ZN9YKP,3,3165000.0,SO.2025.01.00745,,,0.0
87,T00297/2025,CUST-2025-17426,24/01/2025,24/01/2025,SURABAYA,,,79000000.0,7828829.0,PSF2032,POLYTRON PSF2032,10,7900000.0,SO.2025.01.01342,,,79000000.0
88,T00296/2025,CUST-2025-04298,23/02/2025,24/01/2025,BALI,,,3600000.0,356757.0,S1412,"ZUTTO 1/4""-1/2"" (0,40-0,51)",2,1800000.0,SO.2025.01.02025,,,0.0
89,S01615/2025,CUST-2025-09096,24/01/2025,24/01/2025,SURABAYA,,,2345000.0,232387.0,CSC05NVB4,CHANGHONG CSC-05NVB4,1,2345000.0,SO.2025.01.02027,,,0.0
90,S00604/2025,CUST-2025-20044,10/01/2025,10/01/2025,SURABAYA,,,5078000.0,503225.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,2,2539000.0,SO.2025.01.00704,,,0.0
91,S00603/2025,CUST-2025-19559,10/01/2025,10/01/2025,SURABAYA,,,2449000.0,242693.0,CSC05NVB4,CHANGHONG CSC-05NVB4,1,2449000.0,SO.2025.01.00567,,,0.0
92,S00605/2025,AHMAD ATAU DEFA,10/01/2025,10/01/2025,MADIUN,,,3709000.0,367558.0,AHX10BEY,SHARP AH-X10BEY,1,3709000.0,SO.2025.01.00749,,,0.0
93,S01616/2025,CUST-2025-28182,24/01/2025,24/01/2025,SURABAYA,,,225000.0,22297.0,GEVER1438,"GEVER INVERTER 1/4-3/8""",3,75000.0,SO.2025.01.02026,,,0.0
94,S01580/2025,ALI W,23/01/2025,23/01/2025,SURABAYA,,,70000.0,461108.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",1,70000.0,SO.2025.01.01972,,,0.0
95,S01580/2025,ALI W,23/01/2025,23/01/2025,SURABAYA,,,6000.0,461108.0,ZUTTO-DTNL,ZUTTO DUCT TAPE NON LEM,1,6000.0,SO.2025.01.01972,,,0.0
96,S01580/2025,ALI W,23/01/2025,23/01/2025,SURABAYA,,,4025000.0,461108.0,AN12CDG,HISENSE AN12CDG,1,4025000.0,SO.2025.01.01972,,,0.0
97,S01580/2025,ALI W,23/01/2025,23/01/2025,SURABAYA,,,552000.0,461108.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",6,92000.0,SO.2025.01.01972,,,0.0
98,T00289/2025,CUST-2025-07282,23/01/2025,23/01/2025,SURABAYA,,,7819000.0,774856.0,STC50XV,DAIKIN STC-50XV,1,7819000.0,SO.2025.01.01986,,,0.0
99,S01581/2025,CUST-2025-32382,23/01/2025,23/01/2025,SURABAYA,,,925000.0,98505.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",1,925000.0,SO.2025.01.01911,,,0.0
100,S01581/2025,CUST-2025-32382,23/01/2025,23/01/2025,SURABAYA,,,69000.0,98505.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,2,34500.0,SO.2025.01.01911,,,0.0
101,S01585/2025,CUST-2025-32632,23/01/2025,23/01/2025,SURABAYA,,,4679000.0,463685.0,MPF212CRN1,MIDEA MPF2-12CRN1,1,4679000.0,SO.2025.01.01991,,,0.0
102,S01582/2025,CUST-2025-10546,23/01/2025,23/01/2025,SURABAYA,,,3149000.0,312063.0,FAC05FC00,FLIFE FAC-05FC00,1,3149000.0,SO.2025.01.01768,,,0.0
103,S01583/2025,CUST-2025-32865,23/01/2025,23/01/2025,BALI,,,6499000.0,644045.0,GWC18N1A,GREE GWC-18N1A,1,6499000.0,SO.2025.01.01928,,,0.0
104,T00338/2025,CUST-2025-25847,30/01/2025,30/01/2025,SURABAYA,,,17860000.0,2895676.0,AHA12ZCY,SHARP AH-A12ZCY,4,4465000.0,SO.2025.01.02220,,,29220000.0
105,S00606/2025,CUST-2025-04243,09/02/2025,10/01/2025,MADIUN,,,35000.0,3468.0,ARA-DTNL,ARA DUCT TAPE NON LEM,10,3500.0,SO.2025.01.00751,,,0.0
106,S01584/2025,CUST-2025-29461,23/01/2025,23/01/2025,SURABAYA,,,2799000.0,277378.0,PAC09VH,POLYTRON PAC09VH,1,2799000.0,SO.2025.01.01990,,,0.0
107,S00608/2025,CUST-2025-16797,10/01/2025,10/01/2025,BALI,,,2250000.0,222972.0,CSC05NVB4,CHANGHONG CSC-05NVB4,1,2250000.0,SO.2025.01.00756,,,0.0
108,S01586/2025,CUST-2025-27358,23/01/2025,23/01/2025,SURABAYA,,,2879000.0,285306.0,PAC05VZSI,POLYTRON PAC05VZSI,1,2879000.0,SO.2025.01.01992,,,0.0
109,S00607/2025,ABU HAURAA,10/01/2025,10/01/2025,SURABAYA,,,69000.0,10752.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",1,69000.0,SO.2025.01.00752,,,0.0
110,S00607/2025,ABU HAURAA,10/01/2025,10/01/2025,SURABAYA,,,39500.0,10752.0,ARA-DTL,ARA DUCT TAPE LEM,5,7900.0,SO.2025.01.00752,,,0.0
111,S01587/2025,CUST-2025-19317,23/01/2025,23/01/2025,SURABAYA,,,2859000.0,283324.0,AHA5BEY,SHARP AH-A5BEY,1,2859000.0,SO.2025.01.01993,,,0.0
112,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,4300000.0,3797477.0,FEY1511K,PANASONIC FEY1511-K,5,860000.0,SO.2025.01.01957,,,0.0
113,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,5840000.0,3797477.0,CSCUZN5YKP,PANASONIC CS/CU-ZN5YKP,2,2920000.0,SO.2025.01.01957,,,0.0
114,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,6940000.0,3797477.0,CSCUYN5AKJ,PANASONIC CS/CU-YN5AKJ,2,3470000.0,SO.2025.01.01957,,,0.0
115,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,4690000.0,3797477.0,PAC05VH,POLYTRON PAC05VH,2,2345000.0,SO.2025.01.01957,,,0.0
116,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,4750000.0,3797477.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,2,2375000.0,SO.2025.01.01957,,,0.0
117,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,4300000.0,3797477.0,FEY1511W,PANASONIC FEY1511-W,5,860000.0,SO.2025.01.01957,,,0.0
118,S01617/2025,CUST-2025-33500,23/02/2025,24/01/2025,SURABAYA,,,7500000.0,3797477.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,2,3750000.0,SO.2025.01.01957,,,0.0
119,S01618/2025,CUST-2025-02226,24/01/2025,24/01/2025,SURABAYA,,,0.0,0.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,0.0,SO.2025.01.02032,,,0.0
120,T00298/2025,CUST-2025-04080,24/01/2025,24/01/2025,SURABAYA,,,5738000.0,568631.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,2,2869000.0,SO.2025.01.01773,,,0.0
121,S01588/2025,CUST-2025-26456,23/01/2025,23/01/2025,SURABAYA,,,0.0,420676.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,0.0,SO.2025.01.01999,,,0.0
122,T00290/2025,CUST-2025-17190,23/01/2025,23/01/2025,BALI,,,28920000.0,3218640.0,STC50XV,DAIKIN STC-50XV,4,7230000.0,SO.2025.01.01996,,,0.0
123,T00299/2025,CUST-2025-25165,24/01/2025,24/01/2025,SURABAYA,,,4650000.0,460811.0,AI12KCG,HISENSE AI12KCG,1,4650000.0,SO.2025.01.02033,,,0.0
124,S00516/2025,CUST-2025-30872,09/02/2025,10/01/2025,SURABAYA,,,9150000.0,2311486.0,GWC05MOO5S,GREE GWC-05MOO5S,3,3050000.0,SO.2025.01.00650,,,0.0
125,S00516/2025,CUST-2025-30872,09/02/2025,10/01/2025,SURABAYA,,,7140000.0,2311486.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,3,2380000.0,SO.2025.01.00650,,,0.0
126,S00516/2025,CUST-2025-30872,09/02/2025,10/01/2025,SURABAYA,,,7035000.0,2311486.0,PAC05VH,POLYTRON PAC05VH,3,2345000.0,SO.2025.01.00650,,,0.0
127,S01619/2025,CUST-2025-29552,24/01/2025,24/01/2025,SURABAYA,,,4925000.0,1217432.0,CSCUYN12AKJ,PANASONIC CS/CU-YN12AKJ,1,4925000.0,SO.2025.01.01530,,,12285000.0
128,S01588/2025,CUST-2025-26456,23/01/2025,23/01/2025,SURABAYA,,,4020000.0,420676.0,STC15NV,DAIKIN STC-15NV,1,4020000.0,SO.2025.01.01999,,,0.0
129,S01588/2025,CUST-2025-26456,23/01/2025,23/01/2025,SURABAYA,,,225000.0,420676.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",3,75000.0,SO.2025.01.01999,,,0.0
130,S01590/2025,CUST-2025-22609,23/01/2025,23/01/2025,SURABAYA,,,0.0,370631.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,0.0,SO.2025.01.02000,,,0.0
131,S00609/2025,CUST-2025-13509,10/01/2025,10/01/2025,BALI,,,2750582.0,272580.0,AQAKCR9FQDL,AQUA AQA-KCR9FQDL,1,2750582.0,SO.2025.01.00739,,,0.0
132,S00610/2025,CUST-2025-06193,10/01/2025,10/01/2025,SURABAYA,,,35000.0,3468.0,ETERNA3X2.5MM,"ETERNA 3X2,5MM",2,17500.0,SO.2025.01.00396,,,0.0
133,S01619/2025,CUST-2025-29552,24/01/2025,24/01/2025,SURABAYA,,,7360000.0,1217432.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,2,3680000.0,SO.2025.01.01530,,,12285000.0
