,Nomor Dokumen,Customer,Payment Terms,Date,Branch,Currency,Exchange Rate,Grand Total,Total PPn,Item Code,Item Name,Qty,Price,Nomor SO,Nomor DN,Nomor UM,Nilai Uang Muka
2144,T00182/2025,CUST-2025-26355,16/02/2025,17/01/2025,SURABAYA,,,26250000.0,2601351.0,AHA5BEY,SHARP AH-A5BEY,10,2625000.0,SO.2025.01.01335,,,0.0
2145,S01122/2025,ANTO ADAM,17/01/2025,17/01/2025,SURABAYA,,,2850000.0,282432.0,AHA7BEY,SHARP AH-A7BEY,1,2850000.0,SO.2025.01.01401,,,0.0
2146,S00218/2025,ARDIAN (DENPASAR),04/01/2025,04/01/2025,BALI,,,70000.0,259837.0,ETERNA3X2.5MM,"ETERNA 3X2,5MM",4,17500.0,SO.2025.01.00275,,,0.0
2147,S00220/2025,ANANG (CV SINAR GEMILANG),04/01/2025,04/01/2025,SURABAYA,,,3714000.0,733630.0,GWC09MOO5S,GREE GWC-09MOO5S,1,3714000.0,SO.2025.01.00278,,,0.0
2148,S00222/2025,CUST-2025-34778,04/01/2025,04/01/2025,SURABAYA,,,0.0,333666.0,A1438,"ARA 1/4""-3/8"" (0,60-0,60)",3,0.0,SO.2025.01.00276,,,0.0
2149,S00221/2025,CUST-2025-22117,04/01/2025,04/01/2025,BALI,,,2700000.0,267567.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2700000.0,SO.2025.01.00277,,,0.0
2150,S01125/2025,CUST-2025-15498,17/01/2025,17/01/2025,SURABAYA,,,3584000.0,355171.0,GWC07MOO5S,GREE GWC-07MOO5S,1,3584000.0,SO.2025.01.01374,,,0.0
2151,S01124/2025,CUST-2025-20081,17/01/2025,17/01/2025,SURABAYA,,,2655000.0,263108.0,CSC09NVC4,CHANGHONG CSC-09NVC4,1,2655000.0,SO.2025.01.01402,,,0.0
2152,S01123/2025,CUST-2025-01404,16/02/2025,17/01/2025,BALI,,,740000.0,73333.0,ARA-DTNL,ARA DUCT TAPE NON LEM,200,3700.0,SO.2025.01.01403,,,0.0
2153,T00183/2025,CUST-2025-26355,16/02/2025,17/01/2025,SURABAYA,,,14975000.0,1484009.0,AHA9BEY,SHARP AH-A9BEY,5,2995000.0,SO.2025.01.01363,,,0.0
2154,S00222/2025,CUST-2025-34778,04/01/2025,04/01/2025,SURABAYA,,,280000.0,333666.0,A1438,"ARA 1/4""-3/8"" (0,60-0,60)",4,70000.0,SO.2025.01.00276,,,0.0
2155,S00222/2025,CUST-2025-34778,04/01/2025,04/01/2025,SURABAYA,,,32000.0,333666.0,ARA-DTL,ARA DUCT TAPE LEM,4,8000.0,SO.2025.01.00276,,,0.0
2156,T00185/2025,CUST-2025-03869,16/02/2025,17/01/2025,SURABAYA,,,11300000.0,3161261.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",5,2260000.0,SO.2025.01.01286,,,0.0
2157,T00031/2025,CUST-2025-01491,04/01/2025,04/01/2025,SURABAYA,,,2850000.0,282432.0,AHA7BEY,SHARP AH-A7BEY,1,2850000.0,SO.2025.01.00254,,,0.0
2158,T00184/2025,CUST-2025-03911,16/02/2025,17/01/2025,MADIUN,,,28920000.0,2865946.0,STC50XV,DAIKIN STC-50XV,4,7230000.0,SO.2025.01.01388,,,0.0
2159,S00222/2025,CUST-2025-34778,04/01/2025,04/01/2025,SURABAYA,,,3055000.0,333666.0,AQAKCR9FQBL,AQUA AQA-KCR9FQBL,1,3055000.0,SO.2025.01.00276,,,0.0
2160,S00223/2025,CUST-2025-00202,04/01/2025,04/01/2025,SURABAYA,,,3050000.0,302252.0,GWC05MOO5S,GREE GWC-05MOO5S,1,3050000.0,SO.2025.01.00280,,,0.0
2161,T00185/2025,CUST-2025-03869,16/02/2025,17/01/2025,SURABAYA,,,9100000.0,3161261.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",5,1820000.0,SO.2025.01.01286,,,0.0
2162,T00185/2025,CUST-2025-03869,16/02/2025,17/01/2025,SURABAYA,,,11500000.0,3161261.0,B1438,"ZUTTO 1/4""-3/8"" (0,76-0,81)",5,2300000.0,SO.2025.01.01286,,,0.0
2163,S01126/2025,ADITYA RAMA,17/01/2025,17/01/2025,BALI,,,2250000.0,222973.0,CSC05NVB4,CHANGHONG CSC-05NVB4,1,2250000.0,SO.2025.01.01405,,,0.0
2164,S00224/2025,CUST-2025-28104,04/01/2025,04/01/2025,BALI,,,3665000.0,487765.0,AQAKCR5VRA,AQUA AQA-KCR5VRA,1,3665000.0,SO.2025.01.00281,,,0.0
2165,S01127/2025,CUST-2025-07534,17/01/2025,17/01/2025,SURABAYA,,,39200.0,3885.0,ARA-DTNL,ARA DUCT TAPE NON LEM,8,4900.0,SO.2025.01.01404,,,0.0
2166,S01128/2025,CUST-2025-29591,17/01/2025,17/01/2025,SURABAYA,,,3419000.0,338820.0,STP15AV9,DAIKIN STP-15AV9,1,3419000.0,SO.2025.01.01396,,,0.0
2167,S00225/2025,ALIEF MAULANA Z,04/01/2025,04/01/2025,SURABAYA,,,0.0,280450.0,A1438,"ARA 1/4""-3/8"" (0,60-0,60)",3,0.0,SO.2025.01.00282,,,0.0
2168,S00224/2025,CUST-2025-28104,04/01/2025,04/01/2025,BALI,,,1064000.0,487765.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",14,76000.0,SO.2025.01.00281,,,0.0
2169,S00224/2025,CUST-2025-28104,04/01/2025,04/01/2025,BALI,,,98000.0,487765.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,2,49000.0,SO.2025.01.00281,,,0.0
2170,S00224/2025,CUST-2025-28104,04/01/2025,04/01/2025,BALI,,,20000.0,487765.0,ARA-DTNL,ARA DUCT TAPE NON LEM,4,5000.0,SO.2025.01.00281,,,0.0
2171,S00224/2025,CUST-2025-28104,04/01/2025,04/01/2025,BALI,,,75000.0,487765.0,HDSPIRALDRAIN,HD SPIRAL DRAIN,15,5000.0,SO.2025.01.00281,,,0.0
2172,S01129/2025,AINUR ROFIQ,16/02/2025,17/01/2025,SURABAYA,,,5190000.0,735315.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",3,1730000.0,SO.2025.01.01290,,,0.0
2173,T00186/2025,CUST-2025-04349,16/02/2025,17/01/2025,BALI,,,2290000.0,226937.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",1,2290000.0,SO.2025.01.01408,,,0.0
2174,S00225/2025,ALIEF MAULANA Z,04/01/2025,04/01/2025,SURABAYA,,,2770000.0,280450.0,AQAKCR5FQBL,AQUA AQA-KCR5FQBL,1,2770000.0,SO.2025.01.00282,,,0.0
2175,S00225/2025,ALIEF MAULANA Z,04/01/2025,04/01/2025,SURABAYA,,,50000.0,280450.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,50000.0,SO.2025.01.00282,,,0.0
2176,S00225/2025,ALIEF MAULANA Z,04/01/2025,04/01/2025,SURABAYA,,,10000.0,280450.0,HDSPIRALDRAIN,HD SPIRAL DRAIN,2,5000.0,SO.2025.01.00282,,,0.0
2177,S01129/2025,AINUR ROFIQ,16/02/2025,17/01/2025,SURABAYA,,,2230000.0,735315.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",1,2230000.0,SO.2025.01.01290,,,0.0
2178,T00032/2025,CUST-2025-04349,03/02/2025,04/01/2025,BALI,,,2520000.0,298288.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,80,31500.0,SO.2025.01.00283,,,0.0
2179,S01130/2025,CUST-2025-18520,17/01/2025,17/01/2025,SURABAYA,,,3600000.0,356757.0,MSIAF09CRDN2X,MIDEA MSIAF09CRDN2X,1,3600000.0,SO.2025.01.01407,,,0.0
2180,S00226/2025,CUST-2025-33329,04/01/2025,04/01/2025,SURABAYA,,,2290000.0,226936.0,AN05CDG,HISENSE AN05CDG,1,2290000.0,SO.2025.01.00285,,,0.0
2181,T00032/2025,CUST-2025-04349,03/02/2025,04/01/2025,BALI,,,490000.0,298288.0,ZUTTO-DTNL,ZUTTO DUCT TAPE NON LEM,100,4900.0,SO.2025.01.00283,,,0.0
2182,S01131/2025,AINUR ROFIQ,16/02/2025,17/01/2025,SURABAYA,,,2230000.0,220991.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",1,2230000.0,SO.2025.01.01410,,,0.0
2183,S00227/2025,CUST-2025-00142,04/01/2025,04/01/2025,SURABAYA,,,3470000.0,343873.0,CSCUYN5AKJ,PANASONIC CS/CU-YN5AKJ,1,3470000.0,SO.2025.01.00287,,,0.0
2184,T00187/2025,CUST-2025-25305,17/01/2025,17/01/2025,SURABAYA,,,19880000.0,1970090.0,GVC48STSSECO,GREE GVC-48STS(S)ECO,1,19880000.0,SO.2025.01.00970,,,0.0
2185,S00228/2025,ANAK AGUNG MADE ARISTINI PUTRI / GUNGGEK ARIS,06/01/2025,06/01/2025,BALI,,,2430132.0,240823.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2430132.0,SO.2025.01.00261,,,0.0
2186,S01132/2025,CUST-2025-19598,17/01/2025,17/01/2025,SURABAYA,,,9458000.0,937279.0,STC25NV,DAIKIN STC-25NV,2,4729000.0,SO.2025.01.01397,,,0.0
2187,S00229/2025,CUST-2025-19757,06/01/2025,06/01/2025,BALI,,,3221257.0,319223.0,CSCUZN9YKP,PANASONIC CS/CU-ZN9YKP,1,3221257.0,SO.2025.01.00262,,,0.0
2188,T00033/2025,CUST-2025-26219,20/02/2025,06/01/2025,SURABAYA,,,79250000.0,7853603.0,A1438,"ARA 1/4""-3/8"" (0,60-0,60)",50,1585000.0,SO.2025.01.00117,,,0.0
2189,S01133/2025,CUST-2025-12425,17/01/2025,17/01/2025,BALI,,,3049000.0,302153.0,GWC05MOO5S,GREE GWC-05MOO5S,1,3049000.0,SO.2025.01.01372,,,0.0
2190,S01137/2025,CUST-2025-08659,17/01/2025,17/01/2025,SURABAYA,,,5080000.0,503423.0,AN18CDG,HISENSE AN18CDG,1,5080000.0,SO.2025.01.01419,,,0.0
2191,T00035/2025,CUST-2025-04238,06/01/2025,06/01/2025,SURABAYA,,,22750000.0,7308558.0,PAC05VH,POLYTRON PAC05VH,10,2275000.0,SO.2025.01.00291,,,0.0
2192,T00035/2025,CUST-2025-04238,06/01/2025,06/01/2025,SURABAYA,,,51000000.0,7308558.0,PAC09VH,POLYTRON PAC09VH,20,2550000.0,SO.2025.01.00291,,,0.0
2193,S01134/2025,CUST-2025-26503,17/01/2025,17/01/2025,SURABAYA,,,2989000.0,296207.0,MPHA05CRN7,MIDEA MPHA-05CRN7,1,2989000.0,SO.2025.01.01417,,,0.0
2194,T00034/2025,CUST-2025-26219,20/02/2025,06/01/2025,SURABAYA,,,12000000.0,1858108.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,400,30000.0,SO.2025.01.00286,,,0.0
2195,T00034/2025,CUST-2025-26219,20/02/2025,06/01/2025,SURABAYA,,,6750000.0,1858108.0,ZUTTO-DTNL,ZUTTO DUCT TAPE NON LEM,1500,4500.0,SO.2025.01.00286,,,0.0
2196,S01136/2025,ANGGA (PEMOGAN),17/01/2025,17/01/2025,BALI,,,3049000.0,307009.0,GWC05MOO5S,GREE GWC-05MOO5S,1,3049000.0,SO.2025.01.01420,,,0.0
2197,S01136/2025,ANGGA (PEMOGAN),17/01/2025,17/01/2025,BALI,,,49000.0,307009.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,49000.0,SO.2025.01.01420,,,0.0
2198,S00230/2025,CUST-2025-33355,06/01/2025,06/01/2025,SURABAYA,,,2789000.0,276387.0,AHA5BEY,SHARP AH-A5BEY,1,2789000.0,SO.2025.01.00288,,,0.0
2199,S01140/2025,CUST-2025-36866,17/01/2025,17/01/2025,MADIUN,,,2380000.0,235856.0,AQAKCR5FQDL,AQUA AQA-KCR5FQDL,1,2380000.0,SO.2025.01.01424,,,0.0
2200,S01138/2025,,16/02/2025,17/01/2025,SURABAYA,,,6860000.0,679820.0,GWC07MOO5S,GREE GWC-07MOO5S,2,3430000.0,SO.2025.01.01413,,,0.0
2201,S01139/2025,CUST-2025-00805,17/01/2025,17/01/2025,BALI,,,4162.0,4973.0,ARA-DTNL,ARA DUCT TAPE NON LEM,1,4162.0,SO.2025.01.01422,,,0.0
2202,S01139/2025,CUST-2025-00805,17/01/2025,17/01/2025,BALI,,,25320.0,4973.0,ZUTTO-DTL,ZUTTO DUCT TAPE LEM,3,8440.0,SO.2025.01.01422,,,0.0
2203,S01139/2025,CUST-2025-00805,17/01/2025,17/01/2025,BALI,,,20700.0,4973.0,ARA-DTL,ARA DUCT TAPE LEM,3,6900.0,SO.2025.01.01422,,,0.0
2204,S01144/2025,ARI GURUH,17/01/2025,17/01/2025,SURABAYA,,,7255000.0,718964.0,STC50XV,DAIKIN STC-50XV,1,7255000.0,SO.2025.01.01429,,,0.0
2205,S01141/2025,CUST-2025-06339,17/01/2025,17/01/2025,SURABAYA,,,2290000.0,226937.0,AN05CDG,HISENSE AN05CDG,1,2290000.0,SO.2025.01.01416,,,0.0
2206,S01142/2025,CUST-2025-29804,17/01/2025,17/01/2025,SURABAYA,,,2380000.0,235856.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2380000.0,SO.2025.01.01411,,,0.0
2207,S00232/2025,CUST-2025-23452,06/01/2025,06/01/2025,SURABAYA,,,666000.0,532261.0,B1438,"ZUTTO 1/4""-3/8"" (0,76-0,81)",6,111000.0,SO.2025.01.00290,,,5371000.0
2208,S01143/2025,CUST-2025-00260,17/01/2025,17/01/2025,SURABAYA,,,2565000.0,288874.0,PAC05VZI,POLYTRON PAC05VZI,1,2565000.0,SO.2025.01.01426,,,0.0
2209,S01143/2025,CUST-2025-00260,17/01/2025,17/01/2025,SURABAYA,,,50000.0,288874.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,50000.0,SO.2025.01.01426,,,0.0
2210,S01143/2025,CUST-2025-00260,17/01/2025,17/01/2025,SURABAYA,,,300000.0,288874.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",4,75000.0,SO.2025.01.01426,,,0.0
2211,T00189/2025,CUST-2025-17190,17/01/2025,17/01/2025,BALI,,,14460000.0,1432973.0,STC50XV,DAIKIN STC-50XV,2,7230000.0,SO.2025.01.01384,,,0.0
2212,S00231/2025,CUST-2025-13809,06/01/2025,06/01/2025,SURABAYA,,,6379000.0,632153.0,GWC18MOO5A,GREE GWC-18MOO5A,1,6379000.0,SO.2025.01.00203,,,6379000.0
2213,S00235/2025,CUST-2025-34979,06/01/2025,06/01/2025,MADIUN,,,2559000.0,253594.0,PAC05VH,POLYTRON PAC05VH,1,2559000.0,SO.2025.01.00296,,,0.0
2214,T00037/2025,CUST-2025-04349,05/02/2025,06/01/2025,BALI,,,10980000.0,1983963.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",6,1830000.0,SO.2025.01.00294,,,0.0
2215,T00037/2025,CUST-2025-04349,05/02/2025,06/01/2025,BALI,,,9040000.0,1983963.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",4,2260000.0,SO.2025.01.00294,,,0.0
2216,S01145/2025,,18/01/2025,18/01/2025,BALI,,,5726215.0,1097772.0,AN09CDG,HISENSE AN09CDG,2,2863107.5,SO.2025.01.01414,,,0.0
2217,S01145/2025,,18/01/2025,18/01/2025,BALI,,,5351307.0,1097772.0,AN18CDG,HISENSE AN18CDG,1,5351307.0,SO.2025.01.01414,,,0.0
2218,S00234/2025,,06/01/2025,06/01/2025,BALI,,,2430132.0,240823.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2430132.0,SO.2025.01.00295,,,0.0
2219,S01146/2025,CUST-2025-13879,18/01/2025,18/01/2025,BALI,,,6510582.0,645193.0,GWC18N1A,GREE GWC-18N1A,1,6510582.0,SO.2025.01.01400,,,0.0
2220,S01147/2025,CUST-2025-02083,18/01/2025,18/01/2025,BALI,,,2694032.0,266976.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,1,2694032.0,SO.2025.01.01399,,,0.0
2221,S01149/2025,CUST-2025-27074,18/01/2025,18/01/2025,BALI,,,2430132.0,240824.0,MSFC05CRN2X,MIDEA MSFC05CRN2X,1,2430132.0,SO.2025.01.01430,,,0.0
2222,T00036/2025,CUST-2025-04298,05/02/2025,06/01/2025,BALI,,,9300000.0,3252432.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",5,1860000.0,SO.2025.01.00292,,,0.0
2223,T00036/2025,CUST-2025-04298,05/02/2025,06/01/2025,BALI,,,18320000.0,3252432.0,P1412,"ZUTTO 1/4""-1/2"" (0,61-0,65)",8,2290000.0,SO.2025.01.00292,,,0.0
2224,T00036/2025,CUST-2025-04298,05/02/2025,06/01/2025,BALI,,,4320000.0,3252432.0,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",3,1440000.0,SO.2025.01.00292,,,0.0
2225,T00036/2025,CUST-2025-04298,05/02/2025,06/01/2025,BALI,,,880000.0,3252432.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",20,44000.0,SO.2025.01.00292,,,0.0
2226,S01148/2025,CUST-2025-28211,18/01/2025,18/01/2025,BALI,,,2778282.0,275325.0,CSC09RDX4,CHANGHONG CSC-09RDX4,1,2778282.0,SO.2025.01.01398,,,0.0
2227,T00038/2025,CUST-2025-25197,06/01/2025,06/01/2025,MADIUN,,,7195000.0,713018.0,STC50XV,DAIKIN STC-50XV,1,7195000.0,SO.2025.01.00270,,,0.0
2228,S01151/2025,CUST-2025-17309,17/02/2025,18/01/2025,SURABAYA,,,11175000.0,2965541.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,3,3725000.0,SO.2025.01.01352,,,0.0
2229,S01150/2025,CUST-2025-29879,18/01/2025,18/01/2025,BALI,,,3449000.0,341793.0,AHAP7BMY,SHARP AH-AP7BMY,1,3449000.0,SO.2025.01.01423,,,0.0
2230,S00233/2025,CUST-2025-22218,06/01/2025,06/01/2025,SURABAYA,,,4230000.0,419189.0,P3834,"ZUTTO 3/8""-3/4"" (0,65-0,89)",1,4230000.0,SO.2024.12.02651,,,4230000.0
2231,S00232/2025,CUST-2025-23452,06/01/2025,06/01/2025,SURABAYA,,,2315000.0,532261.0,AN05CDG,HISENSE AN05CDG,1,2315000.0,SO.2025.01.00290,,,5371000.0
2232,S00232/2025,CUST-2025-23452,06/01/2025,06/01/2025,SURABAYA,,,2290000.0,532261.0,AN05CDG,HISENSE AN05CDG,1,2290000.0,SO.2025.01.00290,,,5371000.0
2233,S00232/2025,CUST-2025-23452,06/01/2025,06/01/2025,SURABAYA,,,100000.0,532261.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,2,50000.0,SO.2025.01.00290,,,5371000.0
2234,S00236/2025,CUST-2025-17189,06/01/2025,06/01/2025,SURABAYA,,,5230000.0,757612.0,AN18CDG,HISENSE AN18CDG,1,5230000.0,SO.2025.01.00257,,,7645000.0
2235,S00236/2025,CUST-2025-17189,06/01/2025,06/01/2025,SURABAYA,,,2415000.0,757612.0,AN05CDG,HISENSE AN05CDG,1,2415000.0,SO.2025.01.00257,,,7645000.0
2236,S01151/2025,CUST-2025-17309,17/02/2025,18/01/2025,SURABAYA,,,10275000.0,2965541.0,CSCUYN5AKJ,PANASONIC CS/CU-YN5AKJ,3,3425000.0,SO.2025.01.01352,,,0.0
2237,S01151/2025,CUST-2025-17309,17/02/2025,18/01/2025,SURABAYA,,,3525000.0,2965541.0,CSCUYN7AKJ,PANASONIC CS/CU-YN7AKJ,1,3525000.0,SO.2025.01.01352,,,0.0
2238,S01151/2025,CUST-2025-17309,17/02/2025,18/01/2025,SURABAYA,,,4950000.0,2965541.0,CSCUYN12AKJ,PANASONIC CS/CU-YN12AKJ,1,4950000.0,SO.2025.01.01352,,,0.0
2239,S00239/2025,CUST-2025-10875,06/01/2025,06/01/2025,SURABAYA,,,0.0,450900.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,0.0,SO.2025.01.00284,,,4550000.0
2240,S00237/2025,CUST-2025-04788,06/01/2025,06/01/2025,BALI,,,2949000.0,336342.0,PAC09VH,POLYTRON PAC09VH,1,2949000.0,SO.2025.01.00297,,,0.0
2241,S00237/2025,CUST-2025-04788,06/01/2025,06/01/2025,BALI,,,445000.0,336342.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",5,89000.0,SO.2025.01.00297,,,0.0
2242,S01152/2025,CUST-2025-17968,18/01/2025,18/01/2025,SURABAYA,,,3919000.0,388369.0,CSC12NVB4,CHANGHONG CSC-12NVB4,1,3919000.0,SO.2025.01.01346,,,0.0
2243,S00238/2025,CUST-2025-12584,06/01/2025,06/01/2025,BALI,,,370000.0,36666.0,ETERNA3X2.5MM,"ETERNA 3X2,5MM",20,18500.0,SO.2025.01.00298,,,0.0
2244,T00190/2025,CUST-2025-25411,18/01/2025,18/01/2025,SURABAYA,,,14050000.0,1392342.0,PAC05VZSI,POLYTRON PAC05VZSI,5,2810000.0,SO.2025.01.01166,,,14050000.0
2245,S00239/2025,CUST-2025-10875,06/01/2025,06/01/2025,SURABAYA,,,4550000.0,450900.0,STC25NV,DAIKIN STC-25NV,1,4550000.0,SO.2025.01.00284,,,4550000.0
2246,S00241/2025,CUST-2025-23532,06/01/2025,06/01/2025,BALI,,,4099000.0,413045.0,BEST12QAR3,BESTLIFE BEST12QAR3,1,4099000.0,SO.2025.01.00304,,,0.0
2247,S00241/2025,CUST-2025-23532,06/01/2025,06/01/2025,BALI,,,69000.0,413045.0,ZUTTO2.5PK,"ZUTTO BRAKET 2,5 PK",1,69000.0,SO.2025.01.00304,,,0.0
2248,S00240/2025,CUST-2025-04243,05/02/2025,06/01/2025,MADIUN,,,345000.0,34189.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,10,34500.0,SO.2025.01.00300,,,0.0
2249,S01153/2025,CUST-2025-33484,18/01/2025,18/01/2025,SURABAYA,,,6800000.0,2673694.0,CSCUYN5AKJ,PANASONIC CS/CU-YN5AKJ,2,3400000.0,SO.2025.01.01378,,,0.0
2250,S01153/2025,CUST-2025-33484,18/01/2025,18/01/2025,SURABAYA,,,7360000.0,2673694.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,2,3680000.0,SO.2025.01.01378,,,0.0
2251,S01153/2025,CUST-2025-33484,18/01/2025,18/01/2025,SURABAYA,,,12820000.0,2673694.0,CSCUYN18AKJ,PANASONIC CS/CU-YN18AKJ,2,6410000.0,SO.2025.01.01378,,,0.0
2252,S01154/2025,,17/02/2025,18/01/2025,SURABAYA,,,15020000.0,1488468.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,4,3755000.0,SO.2025.01.01413,,,0.0
2253,S00242/2025,CUST-2025-28884,06/01/2025,06/01/2025,SURABAYA,,,5738000.0,568630.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,2,2869000.0,SO.2025.01.00301,,,0.0
2254,S00244/2025,CUST-2025-04282,06/01/2025,06/01/2025,SURABAYA,,,6330000.0,627297.0,CSCUZN9YKP,PANASONIC CS/CU-ZN9YKP,2,3165000.0,SO.2025.01.00299,,,0.0
2255,S01155/2025,CUST-2025-31610,18/01/2025,18/01/2025,SURABAYA,,,5738000.0,568631.0,MSFC09CRN2X,MIDEA MSFC09CRN2X,2,2869000.0,SO.2025.01.01433,,,0.0
2256,S01156/2025,CUST-2025-35559,18/01/2025,18/01/2025,SURABAYA,,,11000000.0,1090090.0,MCD24CRN,MIDEA MCD-24CRN,1,11000000.0,SO.2025.01.00469,,,11000000.0
2257,S00243/2025,CUST-2025-09639,06/01/2025,06/01/2025,SURABAYA,,,1949000.0,198000.0,CW0501RA,REIWA CW-0501RA,1,1949000.0,SO.2025.01.00302,,,0.0
2258,S00243/2025,CUST-2025-09639,06/01/2025,06/01/2025,SURABAYA,,,49000.0,198000.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,49000.0,SO.2025.01.00302,,,0.0
2259,S01157/2025,CUST-2025-33491,18/01/2025,18/01/2025,SURABAYA,,,28000000.0,2774775.0,CSCUZN5YKP,PANASONIC CS/CU-ZN5YKP,10,2800000.0,SO.2025.01.01434,,,0.0
2260,S01158/2025,CUST-2025-33491,18/01/2025,18/01/2025,SURABAYA,,,31000000.0,3072072.0,CSCUZN9YKP,PANASONIC CS/CU-ZN9YKP,10,3100000.0,SO.2025.01.01434,,,0.0
2261,S01159/2025,CUST-2025-33537,17/02/2025,18/01/2025,SURABAYA,,,5235000.0,518784.0,PAC18VH,POLYTRON PAC18VH,1,5235000.0,SO.2025.01.01435,,,0.0
2262,S00245/2025,CUST-2025-17309,05/02/2025,06/01/2025,SURABAYA,,,11175000.0,1107432.0,CSCUYN9AKJ,PANASONIC CS/CU-YN9AKJ,3,3725000.0,SO.2025.01.00303,,,0.0
2263,S01160/2025,CUST-2025-16954,18/01/2025,18/01/2025,BALI,,,2700000.0,267568.0,AQAKCR9FQDL,AQUA AQA-KCR9FQDL,1,2700000.0,SO.2025.01.01439,,,0.0
2264,T00039/2025,CUST-2025-25588,05/02/2025,06/01/2025,SURABAYA,,,6500000.0,917657.0,SA1438,"ARA 1/4""-3/8"" (0,40-0,40)",5,1300000.0,SO.2025.01.00234,,,0.0
2265,T00039/2025,CUST-2025-25588,05/02/2025,06/01/2025,SURABAYA,,,2760000.0,917657.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,80,34500.0,SO.2025.01.00234,,,0.0
2266,S01162/2025,CUST-2025-17077,18/01/2025,18/01/2025,SURABAYA,,,3135000.0,310676.0,,,1,3135000.0,SO.2025.01.01367,,,0.0
2267,S01161/2025,CUST-2025-35690,18/01/2025,18/01/2025,SURABAYA,,,1325000.0,131306.0,,,1,1325000.0,SO.2025.01.01159,,,1325000.0
2268,S01163/2025,CUST-2025-10518,18/01/2025,18/01/2025,BALI,,,2760007.0,273514.0,PAC05VZS,POLYTRON PAC05VZS,1,2760007.0,SO.2025.01.01440,,,0.0
2269,S00246/2025,CUST-2025-07368,06/01/2025,06/01/2025,BALI,,,2779000.0,275396.0,ASW05A4FFR3,AUX ASW05A4/FFR3,1,2779000.0,SO.2025.01.00308,,,0.0
2270,S01164/2025,CUST-2025-21450,18/01/2025,18/01/2025,SURABAYA,,,2415000.0,239324.0,AN05CDG,HISENSE AN05CDG,1,2415000.0,SO.2025.01.01438,,,0.0
2271,S00247/2025,CUST-2025-18470,06/01/2025,06/01/2025,SURABAYA,,,158000.0,16440.0,S1438,"ZUTTO 1/4""-3/8"" (0,40-0,45)",2,79000.0,SO.2025.01.00311,,,0.0
2272,S00247/2025,CUST-2025-18470,06/01/2025,06/01/2025,SURABAYA,,,7900.0,16440.0,ARA-DTL,ARA DUCT TAPE LEM,1,7900.0,SO.2025.01.00311,,,0.0
2273,S00249/2025,CUST-2025-01824,06/01/2025,06/01/2025,BALI,,,3689000.0,365576.0,GWC09MOO5S,GREE GWC-09MOO5S,1,3689000.0,SO.2025.01.00128,,,0.0
2274,S01165/2025,CUST-2025-13247,18/01/2025,18/01/2025,MADIUN,,,5079000.0,503324.0,GWC12MOO5A,GREE GWC-12MOO5A,1,5079000.0,SO.2025.01.01437,,,0.0
2275,S00248/2025,CUST-2025-27675,06/01/2025,06/01/2025,SURABAYA,,,267000.0,31315.0,P1438,"ZUTTO 1/4""-3/8"" (0,61-0,61)",3,89000.0,SO.2025.01.00313,,,0.0
2276,S00248/2025,CUST-2025-27675,06/01/2025,06/01/2025,SURABAYA,,,49000.0,31315.0,ZUTTO1PK,ZUTTO BRAKET 1 PK,1,49000.0,SO.2025.01.00313,,,0.0
